date,block,primary_type,description,location_description,arrest,domestic,fbi_code,year,longitude,latitude
2020-09-04 22:00:00 UTC,028XX W NORTH SHORE AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.70008942,42.003020116
2020-07-31 17:10:00 UTC,061XX N TALMAN AVE,THEFT,OVER $500,RESIDENCE - GARAGE,false,false,06,2020,-87.695823742,41.992853974
2020-06-29 21:00:00 UTC,070XX N KEDZIE AVE,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,06,2020,-87.709229045,42.008981153
2020-08-22 22:20:00 UTC,064XX N BELL AVE,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,false,false,06,2020,-87.686254951,41.998747098
2020-08-30 03:00:00 UTC,058XX N LINCOLN AVE,THEFT,OVER $500,OTHER (SPECIFY),true,false,06,2020,-87.701785136,41.987058255
2020-10-09 21:30:00 UTC,024XX W FITCH AVE,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),false,false,06,2020,-87.691315489,42.011352125
2020-06-16 14:00:00 UTC,065XX N SACRAMENTO AVE,THEFT,OVER $500,APARTMENT,false,false,06,2020,-87.704594151,41.999883572
2020-08-11 20:00:00 UTC,066XX N CAMPBELL AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.692432654,42.001965016
2020-06-17 16:30:00 UTC,067XX N ARTESIAN AVE,THEFT,OVER $500,APARTMENT,false,false,06,2020,-87.691253325,42.003629636
2020-06-14 15:00:00 UTC,058XX N LINCOLN AVE,THEFT,OVER $500,PARK PROPERTY,false,false,06,2020,-87.702293402,41.987362912
2020-08-10 14:45:00 UTC,063XX N FAIRFIELD AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.698375075,41.996345007
2020-08-12 22:00:00 UTC,063XX N RICHMOND ST,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,false,false,06,2020,-87.703235088,41.996308671
2020-09-05 16:00:00 UTC,065XX N FAIRFIELD AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.698497605,42.000302809
2020-05-31 12:00:00 UTC,023XX W DEVON AVE,THEFT,OVER $500,RESTAURANT,false,false,06,2020,-87.687879909,41.997765594
2020-08-25 05:00:00 UTC,009XX W MARGATE TER,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),false,false,06,2020,-87.653193022,41.972447699
2020-09-13 16:30:00 UTC,050XX N SIMONDS DR,THEFT,OVER $500,PARK PROPERTY,false,false,06,2020,-87.646984172,41.973607218
2020-08-16 19:00:00 UTC,042XX N MARINE DR,THEFT,OVER $500,PARK PROPERTY,false,false,06,2020,-87.646762046,41.960046783
2020-07-02 14:00:00 UTC,052XX N LAKE SHORE DR NB,THEFT,OVER $500,OTHER (SPECIFY),false,false,06,2020,-87.649995274,41.976083984
2020-07-29 20:55:00 UTC,011XX W LAWRENCE AVE,THEFT,OVER $500,CTA TRAIN,false,false,06,2020,-87.658300072,41.969044846
2020-08-28 17:15:00 UTC,052XX N LAKE SHORE DR NB,THEFT,OVER $500,LAKEFRONT / WATERFRONT / RIVERBANK,false,false,06,2020,-87.649995274,41.976083984
2020-09-24 11:00:00 UTC,012XX W LELAND AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.661809458,41.967166438
2020-06-11 23:10:00 UTC,042XX N SHERIDAN RD,THEFT,OVER $500,STREET,false,false,06,2020,-87.65467954,41.959201991
2020-09-04 04:39:00 UTC,045XX N GREENVIEW AVE,THEFT,OVER $500,RESIDENCE,false,false,06,2020,-87.667774905,41.964223715
2020-08-05 21:00:00 UTC,048XX N Hermitage Ave,THEFT,OVER $500,STREET,false,false,06,2020,-87.672627802,41.969978901
2020-08-28 20:30:00 UTC,046XX N KENMORE AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.656196958,41.96624435
2020-05-12 10:30:00 UTC,048XX N CLARK ST,THEFT,OVER $500,SIDEWALK,false,false,06,2020,-87.667589797,41.969642445
2020-08-19 00:00:00 UTC,043XX N CLARENDON AVE,THEFT,OVER $500,APARTMENT,false,false,06,2020,-87.64989918,41.961336068
2020-09-18 11:00:00 UTC,042XX N MARINE DR,THEFT,OVER $500,RESIDENCE,false,false,06,2020,-87.646762046,41.960046783
2020-07-07 14:00:00 UTC,046XX N MARINE DR,THEFT,OVER $500,STREET,false,false,06,2020,-87.648852157,41.966409353
2020-07-06 17:55:00 UTC,008XX W BUENA AVE,THEFT,OVER $500,ALLEY,false,false,06,2020,-87.65087832,41.958474197
2020-06-29 10:00:00 UTC,045XX N PAULINA ST,THEFT,OVER $500,APARTMENT,false,false,06,2020,-87.670898781,41.964014013
2020-06-28 13:15:00 UTC,002XX W MONTROSE HARBOR DR,THEFT,OVER $500,PARK PROPERTY,false,false,06,2020,-87.637695331,41.960049832
2020-05-31 12:00:00 UTC,049XX N KENMORE AVE,THEFT,OVER $500,APARTMENT,false,false,06,2020,-87.656304974,41.972364558
2020-06-28 15:00:00 UTC,002XX W MONTROSE HARBOR DR,THEFT,OVER $500,RESTAURANT,false,false,06,2020,-87.637695331,41.960049832
2020-07-29 00:01:00 UTC,010XX W LELAND AVE,THEFT,OVER $500,APARTMENT,false,true,06,2020,-87.655546461,41.967253122
2020-07-27 09:00:00 UTC,045XX N MALDEN ST,THEFT,OVER $500,APARTMENT,false,false,06,2020,-87.662369332,41.964271832
2020-05-17 23:00:00 UTC,048XX N TALMAN AVE,THEFT,OVER $500,RESIDENCE,false,false,06,2020,-87.695070188,41.969965912
2020-06-09 16:00:00 UTC,054XX N RAVENSWOOD AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.674543564,41.981049039
2020-09-03 04:20:00 UTC,023XX W FARRAGUT AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.687959068,41.976819593
2020-09-13 04:45:00 UTC,049XX N FRANCISCO AVE,THEFT,OVER $500,RESIDENCE,false,true,06,2020,-87.7012218,41.971125071
2020-07-20 09:00:00 UTC,025XX W WINNEMAC AVE,THEFT,OVER $500,RESIDENCE - GARAGE,false,false,06,2020,-87.692653538,41.972971074
2020-07-16 00:00:00 UTC,051XX N WOLCOTT AVE,THEFT,OVER $500,ALLEY,false,false,06,2020,-87.676382928,41.97528304
2020-08-02 21:00:00 UTC,025XX W WINNEMAC AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.692837454,41.972966612
2020-08-07 20:00:00 UTC,022XX W LELAND AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.684982165,41.966833129
2020-09-17 02:45:00 UTC,050XX N MOZART ST,THEFT,OVER $500,RESIDENCE - GARAGE,false,false,06,2020,-87.700046981,41.972787073
2020-09-05 13:00:00 UTC,049XX N TALMAN AVE,THEFT,OVER $500,OTHER (SPECIFY),false,false,06,2020,-87.695109751,41.97115986
2020-10-08 13:30:00 UTC,046XX N Lincoln Ave,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,06,2020,-87.687104335,41.966419743
2020-06-25 09:38:00 UTC,049XX N WINCHESTER AVE,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,false,false,06,2020,-87.677764366,41.971108773
2020-09-08 21:00:00 UTC,024XX W WILSON AVE,THEFT,OVER $500,STREET,false,false,06,2020,-87.689094638,41.964858499
2020-10-06 13:00:00 UTC,020XX W LAWRENCE AVE,THEFT,OVER $500,CTA BUS STOP,false,false,06,2020,-87.679491053,41.968753117
